,Date_hourly,weighted_positive_fb,weighted_negative_fb,weighted_neutral_fb,weighted_DocTone,Pct_Change
0,2024010210,0.3098033527919253,0.2807140267016391,0.6049014717218841,0.4613784039691359,-0.1344555608490796
1,2024010211,0.4205785887166928,0.419274296393767,0.3957214838747033,0.2871020985522299,0.3180189539296542
2,2024010212,0.3031014373834388,0.2704254371859395,0.6273695253323398,0.4271438545967694,-0.1162323802278178
3,2024010213,0.2387857651642477,0.2738901184753019,0.7684993342415413,0.7337796265128553,-0.1163651750766856
4,2024010214,0.3287143110369936,0.3210783279154302,0.4559620537208156,0.3921387402446873,-0.2488747683346595
5,2024010311,0.5358075034337646,0.4613962785886807,0.4150203422219681,0.3016671202471342,-0.0276955197170786
6,2024010409,0.007111883458994,0.7135144224612128,0.3896381927192722,0.3163460740294329,0.1323937646807611
7,2024010410,0.3168262840442608,0.5650697483692981,0.2672471194914591,0.3230270722723398,0.2047388513297439
8,2024010411,0.2981283928662775,0.3055950908204646,0.5597446554444473,0.4306244983299312,-0.0319237235831139
9,2024010412,0.1433068890736108,0.4700691534223178,0.4085329653021689,0.433572504712613,-0.125606744443505
10,2024010413,0.3853716670021554,0.4927079566905971,0.4314624490207875,0.4031207029321184,0.0042633923813139
11,2024010414,0.3270546824024115,0.4301282019646885,0.5004754513019017,0.5023385026949032,-0.0852696653165709
12,2024010512,0.3250815097077996,0.3507322036023609,0.4401331317121114,0.3888391941431567,-0.2559836170485065
13,2024010513,0.1013942447973284,0.4833875482104466,0.4443103368326009,0.276194860854151,0.1796714579055509
14,2024010514,0.2483586204237988,0.4992373296601798,0.5689599785747789,0.3498155138553304,-0.3479634531636913
15,2024010515,0.4076791991645901,0.3485515473446814,0.4020779871876201,0.3680430680401789,0.235636862173862
16,2024010809,0.1852515785891768,0.5976040766789502,0.4656255593792167,0.4161045450188099,0.2839271609418662
17,2024010810,0.3817288766204205,0.3792512940844453,0.4816474953278396,0.458992329954876,0.1234620460641238
18,2024010811,0.2130762886236063,0.5678326999164566,0.360525095682889,0.3183583838515215,0.1041688811411826
19,2024010812,0.1568756984934999,0.4574326599899361,0.6343537392379209,0.4263237629803256,0.1252973156642949
20,2024010813,0.3514490335091946,0.5668959430104208,0.4797950730593086,0.398745063479993,0.1166564150423048
21,2024010814,0.3263025758675199,0.3962569671913429,0.4768959241206728,0.4483275999834452,0.3643836196851953
22,2024010815,0.4374476154508369,0.4544115645176633,0.3526695765508177,0.47140814137052,0.1646403242147985
23,2024010909,0.1123376866819677,0.8103320121256958,0.2756218120222937,0.0664306340144862,0.0614576048487974
24,2024010910,0.2926749711057823,0.6432828989521657,0.1807150238559119,0.1766762141799082,0.0148254828871554
25,2024010911,0.2502364618573574,0.5372212017889112,0.3969619136378767,0.3369810641620661,0.4235314048536698
26,2024010912,0.2937243086254169,0.4832749043553883,0.4568408518000563,0.3161442131187227,0.0231954958564318
27,2024010913,0.3393925800031567,0.5901284391522615,0.335323804911956,0.3313233852901163,-0.0168651839359209
28,2024010914,0.1107390610466285,0.5379363808989758,0.3431192984694973,0.1868126770947267,-0.1096329404819594
29,2024011009,0.4488523735343389,0.4966099970006398,0.4248808634394956,0.2696195929557969,0.115994600978563
30,2024011010,0.3292097288795464,0.4209805804570949,0.56618158670932,0.3815996521490387,0.1095428691805432
31,2024011011,0.2643201016604635,0.8584004760109137,0.1714386862215889,0.2120526112517512,-0.0715427994276643
32,2024011012,0.4065146555058248,0.2749643149670424,0.5386859214182358,0.3636802579839209,0.0968543394955109
